"CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Telephone Number","Provider SSA County Code","County/Parish","Urban","Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Chain Name","Chain ID","Number of Facilities in Chain","Chain Average Overall 5-star Rating","Chain Average Health Inspection Rating","Chain Average Staffing Rating","Chain Average QM Rating","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Nursing Case-Mix Index","Nursing Case-Mix Index Ratio","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2/3 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2/3 Number of Complaint Health Deficiencies","Rating Cycle 2/3 Health Deficiency Score","Rating Cycle 2/3 Number of Health Revisits","Rating Cycle 2/3 Health Revisit Score","Rating Cycle 2/3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties","Location","Latitude","Longitude","Geocoding Footnote","Processing Date"
"195438","LANDMARK NURSING & REHABILITATION CTR OF WEST MON","1611 WELLERMAN ROAD","WEST MONROE","LA","71291","3183963313","360","Ouachita","Y",For profit - Corporation,140,113.1,,Medicare and Medicaid,"N","LANDMARK NURSING CENTER OF WEST MONROE LLC",1997-10-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,2,,,,2.63458,1.39074,0.21155,1.60229,4.23687,3.28841,0.08366,0.10062,56.1,,50.0,,,26,1.37656,1.00025,2.34835,0.87075,0.68349,3.90258,3.42533,2.61614,1.38100,0.21007,4.20721,3.26539,2025-01-15,3,3,0,20,1,0,20,2024-01-10,10,2,8,96,1,0,96,39.000,3,21,1,2,20869.00,0,2,"1611 WELLERMAN ROAD,WEST MONROE,LA,71291",32.5244,-92.164,,2025-10-01
"195442","VERMILION HEALTH CARE CENTER","14008 CHENEAU ROAD","KAPLAN","LA","70548","3376431949","560","Vermilion","Y",For profit - Corporation,120,86.8,,Medicare and Medicaid,"N","VERMILION HEALTH CARE CENTER INC",1997-10-15,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,2,,3,,,,2.59122,0.94092,0.19457,1.13549,3.72670,3.15842,0.17562,0.02937,47.4,,,27,0,,1.15544,0.83958,1.97113,0.73088,0.57370,3.27570,2.87512,3.06549,1.11314,0.23018,4.40881,3.73650,2025-09-10,0,0,0,0,0,0,0,2024-09-25,8,3,5,64,1,0,64,16.000,2,3,,1,5735.00,0,1,"14008 CHENEAU ROAD,KAPLAN,LA,70548",29.9989,-92.213,,2025-10-01
"195443","LEGACY NURSING AND REHABILITATION OF TALLULAH","32 CROTHERS DRIVE","TALLULAH","LA","71282","3185748111","320","Madison","N",For profit - Limited Liability company,156,95.1,,Medicare and Medicaid,"N","TALLULAH OPCO LLC",1997-10-01,LEGACY NURSING & REHABILITATION,307,9,2.0,2.2,1.6,2.4,N,,N,N,N,Resident,Yes,3,,3,,2,,2,,2,,2,,,,2.18285,1.02740,0.19036,1.21776,3.40061,2.83191,0.09604,0.00837,31.3,,,27,0,,1.28933,0.93687,2.19954,0.81557,0.64017,3.65528,3.20828,2.31422,1.08923,0.20182,3.60526,3.00233,2025-02-26,11,10,1,72,1,0,72,2024-03-13,7,4,3,48,1,0,48,66.000,0,15,,1,3145.00,0,1,"32 CROTHERS DRIVE,TALLULAH,LA,71282",32.3901,-91.182,,2025-10-01
"195445","Colonial Nursing and Rehabilitation Center","426 North Washington Street","Marksville","LA","71351","3182534554","040","Avoyelles","N",For profit - Limited Liability company,64,54.3,,Medicare and Medicaid,"N","COLONIAL NURSING AND REHABILITATION CENTER LLC",1997-11-01,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,Resident,Yes,2,,2,,2,,1,,2,,2,,,,2.45850,0.87959,0.50051,1.38010,3.83861,3.16522,0.15818,0.03139,53.1,,83.3,,0,,1.35289,0.98305,2.30797,0.85577,0.67173,3.83548,3.36644,2.48400,0.88871,0.50570,3.87842,3.19805,2025-05-29,7,6,2,115,2,58,173,2024-03-20,7,6,1,28,1,0,28,136.750,3,0,,1,19145.00,0,1,"426 North Washington Street,Marksville,LA,71351",31.1225,-92.07,,2025-10-01
"195446","LAKEVIEW MANOR NURSING AND REHABILITATION CENTER","400 HOSPITAL ROAD","NEW ROADS","LA","70760","2256384404","380","Pointe Coupee","Y",For profit - Limited Liability company,122,92.9,,Medicare and Medicaid,"N","LAKEVIEW MANOR NURSING AND REHABILITATION CENTER LLC",1997-11-01,RIGHTCARE HEALTH SERVICES,806,13,2.6,3.0,2.7,1.8,N,,N,N,N,None,Yes,3,,3,,2,,2,,3,,3,,,,2.52173,0.89271,0.26253,1.15524,3.67697,3.03913,0.24068,0.05170,42.9,,,27,2,,1.17023,0.85033,1.99636,0.74023,0.58104,3.31763,2.91191,2.94558,1.04276,0.30666,4.29500,3.54995,2025-03-12,13,13,0,72,1,0,72,2024-04-25,7,4,3,32,1,0,32,62.000,0,5,,0,0.00,0,0,"400 HOSPITAL ROAD,NEW ROADS,LA,70760",30.6853,-91.465,,2025-10-01
"195447","HERITAGE MANOR WEST","7060 COTTONWOOD BLVD","SHREVEPORT","LA","71129","3186861400","080","Caddo","Y",For profit - Limited Liability company,140,109.5,,Medicare and Medicaid,"N","HERITAGE MANOR WEST LLC",1997-11-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,4,,4,,2,,2,,2,,3,,,,2.44260,1.09212,0.30542,1.39754,3.84014,3.25056,0.13638,0.03972,44.9,,0.0,,0,,1.32032,0.95938,2.25240,0.83517,0.65556,3.74313,3.28538,2.52883,1.13067,0.31620,3.97569,3.36530,2025-01-08,7,5,2,48,1,0,48,2024-01-10,2,2,0,12,1,0,12,39.000,0,4,,0,0.00,0,0,"7060 COTTONWOOD BLVD,SHREVEPORT,LA,71129",32.4405,-93.855,,2025-10-01
"195449","Legacy Nursing and Rehabilitation of Lafourche","1002 TIGER DRIVE","THIBODAUX","LA","70301","9854472205","280","Lafourche","Y",Non profit - Corporation,72,68.7,,Medicare and Medicaid,"N","LAFOURCHE HOME FOR THE AGED & INFIRM, INC.",1997-12-01,,,,,,,,N,,N,N,N,Both,Yes,2,,3,,1,,1,,1,,3,,,,1.83052,1.25760,0.35696,1.61456,3.44509,2.70684,0.18244,0.01450,33.3,,16.7,,0,,1.30413,0.94762,2.22479,0.82493,0.64752,3.69725,3.24511,1.91866,1.31815,0.37415,3.61096,2.83716,2025-03-11,3,2,1,83,1,0,83,2024-02-22,1,0,1,8,0,0,8,64.250,2,4,,2,86825.00,0,2,"1002 TIGER DRIVE,THIBODAUX,LA,70301",29.7888,-90.837,,2025-10-01
"195452","CYPRESS POINT NURSING & REHABILITATION CENTER","4910 AIRLINE DRIVE","BOSSIER CITY","LA","71111","3187472700","070","Bossier","Y",For profit - Limited Liability company,142,137.5,,Medicare and Medicaid,"N","CYPRESS POINT NURSING & REHABILITATION CENTER, LLC",1997-12-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,5,,3,,,,2.37209,1.03147,0.45421,1.48568,3.85778,3.26553,0.32869,0.08185,51.6,,50.0,,,26,1.24180,0.90233,2.11846,0.78550,0.61658,3.52054,3.09001,2.61110,1.13540,0.49997,4.24648,3.59455,2025-07-30,5,5,0,40,1,0,40,2024-06-26,4,3,1,28,1,0,28,37.000,0,3,,0,0.00,0,0,"4910 AIRLINE DRIVE,BOSSIER CITY,LA,71111",32.5908,-93.714,,2025-10-01
"195458","GUEYDAN MEMORIAL GUEST HOME","1201 THIRD ST","GUEYDAN","LA","70542","3375366584","560","Vermilion","Y",Government - Hospital district,66,52.0,,Medicare and Medicaid,"N","VERMILION PARISH HOSPITAL SERVICE DIST. #3",1998-04-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,,2,3,,,,2.16529,0.98438,0.24599,1.23037,3.39567,2.89197,0.16469,0.02838,32.6,,,27,0,,1.10638,0.80393,1.88743,0.69984,0.54933,3.13660,2.75302,2.67521,1.21620,0.30393,4.19533,3.57302,2024-08-07,11,11,0,100,1,0,100,2023-08-16,8,8,0,44,1,0,44,86.000,0,0,,0,0.00,0,0,"1201 THIRD ST,GUEYDAN,LA,70542",30.0327,-92.512,,2025-10-01
"195459","Arbor Lake Skilled Nursing & Rehabilitation","1155 STERLINGTON HIGHWAY","FARMERVILLE","LA","71241","3183683103","550","Union","Y",For profit - Limited Liability company,150,96.9,,Medicare and Medicaid,"N","LAKEVIEW NURSING HOME INC",1998-03-01,PARAMOUNT HEALTHCARE CONSULTANTS,396,15,2.0,2.5,2.3,1.7,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,2,,2,,,,2.21834,0.92027,0.13823,1.05850,3.27684,2.96052,0.11898,0.01651,44.2,,,27,1,,1.25312,0.91056,2.13777,0.79267,0.62220,3.55263,3.11818,2.41979,1.00384,0.15079,3.57442,3.22937,2024-10-31,9,9,0,52,1,0,52,2023-11-15,7,4,3,32,1,0,32,47.000,0,4,,0,0.00,0,0,"1155 STERLINGTON HIGHWAY,FARMERVILLE,LA,71241",32.7718,-92.398,,2025-10-01
"195460","Belle Teche Nursing & Rehab Center","1306 W ADMIRAL DOYLE DR","NEW IBERIA","LA","70560","3373645472","220","Iberia","N",For profit - Limited Liability company,150,99.3,,Medicare and Medicaid,"N","BELLE TECHE NURSING & REHABILITATION CENTER, LLC",1998-04-01,CENTRAL MANAGEMENT COMPANY,130,21,2.5,2.7,2.9,2.1,N,,N,N,N,Resident,Yes,3,,3,,2,,1,,2,,2,,,,2.35434,1.23133,0.21380,1.44513,3.79947,3.09897,0.15247,0.05355,52.6,,,27,,26,1.23500,0.89739,2.10685,0.78120,0.61320,3.50125,3.07308,2.60583,1.36286,0.23664,4.20533,3.43000,2025-05-21,12,12,0,60,1,0,60,2024-04-17,11,4,7,92,1,0,92,68.000,3,11,,2,42007.00,0,2,"1306 W ADMIRAL DOYLE DR,NEW IBERIA,LA,70560",30.0087,-91.845,,2025-10-01
"195464","THE ELLINGTON","308 AMELIA STREET","RAYNE","LA","70578","3373345111","000","Acadia","Y",For profit - Corporation,120,111.6,,Medicare and Medicaid,"N","RAYNE GUEST HOME INC",1998-06-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,1,,3,,,,2.71022,1.11572,0.25884,1.37455,4.08477,3.38657,0.12415,0.05089,52.8,,40.0,,0,,1.23196,0.89518,2.10166,0.77928,0.61169,3.49262,3.06551,3.00714,1.23795,0.28719,4.53228,3.75759,2024-06-26,8,6,2,32,1,0,32,2023-07-12,13,5,8,159,1,0,159,63.750,9,9,,2,29007.00,0,2,"308 AMELIA STREET,RAYNE,LA,70578",30.2248,-92.267,,2025-10-01
"195466","LASALLE NURSING HOME","139 NINTH STREET","JENA","LA","71342","3189926627","290","Lasalle","N",Government - Hospital district,133,61.3,,Medicare and Medicaid,"N","HOSPITAL SERVICE DISTRICT # 2 OF LASALLE PARISH",1998-06-30,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,3,,2,,4,,4,,,,3.19652,1.30827,0.39560,1.70387,4.90039,4.36062,0.15572,0.08890,35.1,,16.7,,0,,1.12054,0.81422,1.91159,0.70880,0.55637,3.17676,2.78828,3.89936,1.59592,0.48259,5.97787,5.31942,2024-08-14,3,3,0,12,1,0,12,2023-07-26,3,2,1,32,1,0,32,17.000,1,0,,1,7443.00,0,1,"139 NINTH STREET,JENA,LA,71342",31.6957,-92.158,,2025-10-01
"195469","AMELIA MANOR NURSING HOME","903 CENTER STREET","LAFAYETTE","LA","70501","3372347331","270","Lafayette","Y",For profit - Corporation,151,91.8,,Medicare and Medicaid,"N","AMELIA MANOR, INC",1998-04-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,4,,3,,,,2.49638,1.10148,0.15366,1.25514,3.75153,3.19652,0.09619,0.02321,57.1,,,27,0,,1.16359,0.84550,1.98503,0.73603,0.57774,3.29880,2.89539,2.93262,1.29396,0.18051,4.40709,3.75510,2025-03-19,2,2,0,20,1,0,20,2024-03-13,22,8,19,124,1,0,124,46.000,4,17,,0,0.00,0,0,"903 CENTER STREET,LAFAYETTE,LA,70501",30.239,-91.993,,2025-10-01
"195472","The Woodleigh of Baton Rouge","14333 Old Hammond Hwy.","Baton Rouge","LA","70816","2252721401","160","E. Baton Rouge","Y",For profit - Limited Liability company,129,98.2,,Medicare and Medicaid,"N","PB HEALTHCARE OPERATIONS LLC",1998-02-01,,,,,,,,N,,N,N,N,Resident,Yes,2,,2,,2,,1,,5,,3,,,,2.65324,1.18317,0.13455,1.31773,3.97097,3.43883,0.11379,0.06102,39.5,,33.3,,2,,1.27526,0.92665,2.17554,0.80667,0.63319,3.61540,3.17327,2.84394,1.26822,0.14422,4.25638,3.68600,2025-06-05,10,7,5,52,2,26,78,2024-05-30,13,9,4,108,2,54,162,99.000,0,24,,1,10748.00,0,1,"14333 Old Hammond Hwy.,Baton Rouge,LA,70816",30.4505,-91.027,,2025-10-01
"195473","STERLING PLACE HEALTHCARE & REHABILITATION CENTER","3888 NORTH BLVD","BATON ROUGE","LA","70806","2253443551","160","E. Baton Rouge","Y",For profit - Corporation,144,127.1,,Medicare and Medicaid,"N","PLANTATION MANAGEMENT COMPANY, LLC",1998-02-01,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,Y,N,N,Resident,Yes,2,,2,,4,,4,,4,,2,,,,2.18662,1.09371,0.22234,1.31604,3.50266,3.14273,0.16820,0.00000,41.8,,66.7,,1,,1.20111,0.87277,2.04904,0.75977,0.59637,3.40518,2.98876,2.48847,1.24469,0.25303,3.98619,3.57657,2024-07-31,8,8,0,64,2,32,96,2023-06-28,10,4,6,76,1,0,76,91.000,2,14,,0,0.00,0,0,"3888 NORTH BLVD,BATON ROUGE,LA,70806",30.4484,-91.15,,2025-10-01
"195476","Capitol House Nursing and Rehab Center","11546 Florida Blvd","Baton Rouge","LA","70815","2252750474","160","E. Baton Rouge","Y",For profit - Corporation,132,93.6,,Medicare and Medicaid,"N","CHP PROPERTIES LLC",1999-05-01,,,,,,,,N,,N,N,N,Resident,Yes,1,,3,,1,,1,,1,,1,,,,2.26929,1.63611,0.14755,1.78366,4.05295,3.73679,0.08840,0.02373,61.6,,,27,0,,1.80889,1.31440,3.08588,1.14422,0.89815,5.12825,4.50111,1.71484,1.23636,0.11150,3.06269,2.82378,2025-06-11,10,9,5,48,2,24,72,2024-06-13,7,4,4,36,1,0,36,63.000,0,24,,0,0.00,0,0,"11546 Florida Blvd,Baton Rouge,LA,70815",30.4589,-91.056,,2025-10-01
"195477","FLANNERY OAKS GUEST HOUSE","1642 N. FLANNERY ROAD","BATON ROUGE","LA","70815","2252756393","160","E. Baton Rouge","Y",For profit - Limited Liability company,130,99.0,,Medicare and Medicaid,"N","FLANNERY OAKS GH BR",2000-01-01,PLANTATION MANAGEMENT COMPANY,406,16,1.6,2.2,1.3,1.8,N,,N,N,N,Resident,Yes,1,,2,,2,,2,,1,,1,,,,1.69571,1.23145,0.12751,1.35896,3.05467,2.57878,0.13957,0.00000,58.3,,,27,1,,1.29831,0.94339,2.21485,0.82125,0.64463,3.68073,3.23061,1.78533,1.29653,0.13425,3.21611,2.71508,2024-05-16,17,15,2,104,1,0,104,2023-04-27,6,3,4,28,1,0,28,85.000,0,11,0,1,9750.00,0,1,"1642 N. FLANNERY ROAD,BATON ROUGE,LA,70815",30.465,-91.035,,2025-10-01
"195478","THE COLUMNS REHABILITATION AND HEALTHCARE CENTER","3025 FOURTH STREET","JONESVILLE","LA","71343","3183394344","120","Catahoula","N",For profit - Limited Liability company,140,93.6,,Medicare and Medicaid,"N","COLUMNS SNF OPERATIONS LLC",2000-01-01,VENZA CARE MANAGEMENT,614,20,2.4,2.6,3.4,2.3,N,,Y,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,,,2.23135,0.86393,0.38975,1.25368,3.48503,2.94311,0.15151,0.06005,38.0,,50.0,,0,,1.28577,0.93428,2.19346,0.81331,0.63840,3.64517,3.19940,2.37220,0.91846,0.41435,3.70501,3.12888,2025-05-14,13,11,2,56,1,0,56,2024-03-08,8,6,2,32,1,0,32,50.000,4,4,,0,0.00,0,0,"3025 FOURTH STREET,JONESVILLE,LA,71343",31.6238,-91.845,,2025-10-01
"195480","LANDMARK SOUTH NURSING & REHABILITATION CENTER","18180 JEFFERSON HWY","BATON ROUGE","LA","70817","2252918474","160","E. Baton Rouge","Y",For profit - Limited Liability company,144,142.1,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF BATON ROUGE, LLC",2000-02-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,3,,,,2.11020,1.07159,0.26156,1.33315,3.44336,2.88469,0.09767,0.04124,47.6,,25.0,,0,,1.21742,0.88462,2.07686,0.77008,0.60447,3.45141,3.02934,2.36934,1.20318,0.29369,3.86621,3.23894,2024-11-14,4,4,1,66,1,0,66,2023-12-13,6,1,5,20,0,0,20,54.500,0,12,,1,10036.00,0,1,"18180 JEFFERSON HWY,BATON ROUGE,LA,70817",30.3555,-90.993,,2025-10-01
"195482","The Woodlands Healthcare Center","144 THAD BAILES RD","LEESVILLE","LA","71446","3372396578","570","Vernon","N",For profit - Limited Liability company,152,136.0,,Medicare and Medicaid,"N","WOODLANDS OPCO LLC",2000-01-01,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,3,,4,,2,,2,,1,,1,,,,1.75373,0.99790,0.32216,1.32006,3.07380,2.52617,0.16797,0.09049,43.8,,37.5,,0,,1.44410,1.04933,2.46357,0.91347,0.71702,4.09406,3.59339,1.66001,0.94457,0.30495,2.90953,2.39117,2025-09-04,11,9,2,44,0,0,44,2024-06-25,6,2,4,40,1,0,40,43.000,1,30,1,0,0.00,0,0,"144 THAD BAILES RD,LEESVILLE,LA,71446",31.1238,-93.278,22,2025-10-01
"195483","Center Point Health Care and Rehab","8225 SUMMA AVENUE","BATON ROUGE","LA","70809","2257660130","160","E. Baton Rouge","Y",For profit - Limited Liability company,172,139.2,,Medicare and Medicaid,"N","8225 BR SNF, LLC",2000-02-15,,,,,,,,N,,N,N,N,Resident,Yes,1,,2,,2,,2,,3,,1,,,,1.88745,1.32124,0.11253,1.43376,3.32121,2.71610,0.09342,0.02817,49.6,,60.0,,,26,1.19720,0.86992,2.04237,0.75729,0.59443,3.39409,2.97902,2.15503,1.50854,0.12848,3.79206,3.10116,2025-05-07,21,17,19,132,1,0,132,2024-06-27,20,18,12,120,1,0,120,129.000,6,59,,0,0.00,0,0,"8225 SUMMA AVENUE,BATON ROUGE,LA,70809",30.3994,-91.101,,2025-10-01
"195484","LANDMARK NURSING CENTER HAMMOND","42250 NORTH OAKS DR","HAMMOND","LA","70403","9855428570","520","Tangipahoa","Y",For profit - Limited Liability company,150,137.7,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF HAMMOND, LLC",2000-03-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,3,,3,,2,,1,,2,,4,,,,2.41231,1.08037,0.34517,1.42554,3.83785,3.06070,0.12136,0.04264,45.3,,33.3,,0,,1.16440,0.84609,1.98640,0.73654,0.57814,3.30109,2.89739,2.83189,1.26829,0.40521,4.50539,3.59306,2025-01-16,2,2,0,8,1,0,8,2024-01-23,8,3,7,220,1,0,220,61.000,0,30,,2,186220.00,0,2,"42250 NORTH OAKS DR,HAMMOND,LA,70403",30.4715,-90.464,,2025-10-01
"195485","HERITAGE MANOR OF HOUMA","852 CENTURION LANE","HOUMA","LA","70360","9858512307","540","Terrebonne","Y",For profit - Limited Liability company,120,115.8,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF HOUMA LLC",2000-04-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Resident,Yes,3,,4,,1,,1,,1,,2,,,,2.19499,1.03890,0.21243,1.25133,3.44632,2.70036,0.07570,0.03551,42.2,,,27,0,,1.21139,0.88023,2.06658,0.76627,0.60148,3.43432,3.01433,2.47681,1.17229,0.23970,3.88880,3.04706,2025-07-31,7,7,0,32,1,0,32,2024-07-18,10,7,3,64,1,0,64,40.000,0,4,,0,0.00,0,0,"852 CENTURION LANE,HOUMA,LA,70360",29.6074,-90.782,22,2025-10-01
"195486","HERITAGE MANOR OF STRATMORE NURSING & REHAB CTR","530 STRATMORE DRIVE","SHREVEPORT","LA","71115","3185242022","080","Caddo","Y",For profit - Limited Liability company,142,129.1,,Medicare and Medicaid,"N","HERITAGE MANOR STRATMORE NURSING & REHABILITATION CENTER LLC",2000-04-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,5,,5,,2,,2,,2,,2,,,,2.14839,1.05671,0.15243,1.20914,3.35753,2.79892,0.15237,0.03398,51.4,,37.5,,0,,1.30265,0.94655,2.22226,0.82399,0.64679,3.69304,3.24141,2.25440,1.10885,0.15995,3.52320,2.93702,2025-03-06,1,1,0,8,1,0,8,2024-02-07,0,0,0,0,0,0,0,6.000,2,0,,0,0.00,0,0,"530 STRATMORE DRIVE,SHREVEPORT,LA,71115",32.4143,-93.697,,2025-10-01
"195487","LANDMARK OF ACADIANA","1710 SMEDE HWY","SAINT MARTINVILLE","LA","70582","3376087636","490","St. Martin","Y",For profit - Limited Liability company,124,119.9,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF ST. MARTINVILLE, LLC",2000-08-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,4,,4,,3,,4,,1,,4,,,,2.51596,1.03610,0.24720,1.28330,3.79926,3.03688,0.07199,0.01702,26.9,,14.3,,0,,1.22305,0.88870,2.08646,0.77364,0.60726,3.46736,3.04334,2.81193,1.15799,0.27628,4.24620,3.39413,2025-01-15,6,6,0,28,1,0,28,2023-12-13,9,6,3,40,1,0,40,31.000,2,0,,1,9750.00,0,1,"1710 SMEDE HWY,SAINT MARTINVILLE,LA,70582",30.1002,-91.891,,2025-10-01
"195488","White Oak Post Acute Care","2828 Westfork","Baton Rouge","LA","70816","2252917049","160","E. Baton Rouge","Y",For profit - Limited Liability company,176,81.4,,Medicare and Medicaid,"N","LA WESTFORK, LLC",2000-02-15,,,,,,,,N,SFF Candidate,N,N,N,Resident,Yes,1,,1,,1,,1,,1,,2,,,,2.25967,0.92972,0.32027,1.25000,3.50966,3.03665,0.21857,0.14819,71.1,,,27,2,,1.21690,0.88424,2.07598,0.76975,0.60421,3.44994,3.02805,2.53824,1.04434,0.35976,3.94234,3.41101,2024-09-20,33,19,19,568,2,284,852,2023-08-17,42,16,37,461,1,0,461,754.250,5,76,0,3,606482.00,3,6,"2828 Westfork,Baton Rouge,LA,70816",30.4259,-91.055,,2025-10-01
"195489","RIVIERE DE SOLEIL COMMUNITY CARE CENTER","7408 HWY 1","MANSURA","LA","71350","3189642198","040","Avoyelles","N",Non profit - Corporation,130,107.4,,Medicare and Medicaid,"N","COMMCARE CORPORATION",2000-05-01,COMMCARE CORPORATION,150,14,2.6,2.5,3.2,3.6,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,4,,4,,,,2.77494,1.26593,0.34025,1.60618,4.38112,3.69819,0.13352,0.04895,46.0,,12.5,,0,,1.21201,0.88069,2.06763,0.76666,0.60178,3.43608,3.01588,3.12962,1.42773,0.38374,4.94109,4.17087,2024-07-10,10,7,3,48,1,0,48,2023-06-07,19,2,17,237,1,0,237,95.250,1,32,0,2,92470.00,1,3,"7408 HWY 1,MANSURA,LA,71350",31.0954,-92.059,,2025-10-01
"195490","Forest Manor Nursing and Rehabilitation Center","1330 OCHSNER BLVD","COVINGTON","LA","70433","9858926900","510","St. Tammany","Y",For profit - Limited Liability company,172,160.8,,Medicare and Medicaid,"N","COMMUNITY CARE CENTER OF COVINGTON, LLC",2000-06-01,THE BEEBE FAMILY,779,48,2.7,3.1,3.1,1.8,N,,N,N,N,Both,Yes,3,,3,,2,,1,,3,,3,,,,2.58705,1.08685,0.24839,1.33524,3.92229,3.12885,0.10680,0.03162,47.8,,61.5,,1,,1.23388,0.89657,2.10494,0.78049,0.61264,3.49807,3.07029,2.86600,1.20404,0.27517,4.34522,3.46623,2025-01-30,6,6,0,40,1,0,40,2024-02-08,6,6,0,86,1,0,86,51.500,0,0,,1,13625.00,1,2,"1330 OCHSNER BLVD,COVINGTON,LA,70433",30.4533,-90.147,,2025-10-01
"195491","CHATEAU D'VILLE REHAB AND RETIREMENT","401 VATICAN DRIVE","DONALDSONVILLE","LA","70346","2254738614","020","Ascension","Y",For profit - Corporation,141,84.3,,Medicare and Medicaid,"N","DVILLE OPCO LLC",2000-07-03,PRIORITY MANAGEMENT,425,37,2.5,2.9,1.4,3.2,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,2,,,,2.01334,1.04416,0.28046,1.32463,3.33796,2.76049,0.12843,0.06508,27.4,,20.0,,0,,1.39199,1.01146,2.37467,0.88050,0.69115,3.94632,3.46372,1.97709,1.02536,0.27541,3.27786,2.71078,2025-02-12,5,5,0,16,1,0,16,2024-02-29,14,6,8,218,1,0,218,66.500,2,2,,1,15307.00,0,1,"401 VATICAN DRIVE,DONALDSONVILLE,LA,70346",30.0935,-90.998,,2025-10-01
