Facility Type,OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Phone,Admin Name,Admin Phone,Facility Email,Fac. Cont. Email,License,Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Care,Alzheimer Unit,NH Beds,Institutional NH Beds,Number of Licensed Beds,Medical Detox Beds,RTP Beds (PSAD),Social Detox Beds,x,y
Nursing Homes,11037,LAKE MOULTRIE HEALTH AND REHAB,1038 MCGILL LN,SAINT STEPHEN,SC,29479-3196,843-567-2307,"DRIGGERS, JOANN C.",843-567-2307,JDRIGGERS@SOUTHERNSENIORLIVING.ORG,JDRIGGERS@CLARENDONLTC.ORG,NCF-0738,12/31/2026,Berkeley / District,PO BOX 57,MANNING,SC,29102-0057,CLARENDON HOSPITAL DISTRICT,N,N,88,0,88,,,,599258.586,3695838.006
Nursing Homes,11038,BROAD CREEK CARE CENTER SKILLED NURSING,801 LEMON GRASS CT,HILTON HEAD ISLAND,SC,29928-3022,843-341-7300,"WHITING, JENNIFER",803-254-5960,JWHITING@VILIVING.COM,JENNIFER.WHITING@PRUITTHEALTH.COM,NCF-0753,07/31/2026,Beaufort / Corporation,71 S WACKER DR STE 900,CHICAGO,IL,60606-4610,CC-HILTON HEAD INC,Y,N,25,0,25,,,,521180.978,3559800.324
Nursing Homes,11039,NHC HEALTHCARE MAULDIN,850 E BUTLER RD,GREENVILLE,SC,29607-5842,864-675-6421,"SELLARS, GIDEON A.",864-675-6421,GIDEON.SELLARS@NHCCARE.COM,GIDEON.SELLARS@NHCCARE.COM,NCF-0796,06/30/2026,Greenville / Ltd. Liability,850 E BUTLER RD,GREENVILLE,SC,29607-5842,NHC HEALTHCARE/MAULDIN LLC,Y,Y,180,0,180,,,,382570.459,3851909.434
Nursing Homes,11040,NHC HEALTHCARE PARKLANE,7601 PARKLANE RD,COLUMBIA,SC,29223-6122,803-741-9090,"TODD, CHANDLER",803-741-9090,CHANDLER.TODD@NHCCARE.COM,,NCF-0797,06/30/2026,Richland / Ltd. Liability,7601 PARKLANE RD,COLUMBIA,SC,29223-6122,NHC HEALTHCARE/PARKLANE LLC,Y,Y,180,0,180,,,,503816.689,3771223.666
Nursing Homes,11041,NHC HEALTHCARE LEXINGTON,2993 SUNSET BLVD,WEST COLUMBIA,SC,29169-3421,803-939-0026,"MANLEY, MICHAEL W.",803-939-0026,MICHAEL.MANLEY@NHCCARE.COM,MICHAEL.MANLEY@NHCCARE.COM,NCF-0798,06/30/2026,Lexington / Ltd. Liability,2993 SUNSET BLVD,WEST COLUMBIA,SC,29169-3421,NHC HEALTHCARE/LEXINGTON LLC,N,N,170,0,170,,,,488692.479,3762752.902
Nursing Homes,11042,FRANKE HEALTH CARE CENTER,1885 RIFLE RANGE RD,MOUNT PLEASANT,SC,29464-9440,843-856-4705,"STOLL, SANDY A.",843-856-4705,SSTOLL@FRANKEATSEASIDE.ORG,SSTOLL@FRANKEATSEASIDE.ORG,NCF-0800,07/31/2026,Charleston / Non-Profit Corporation,1885 RIFLE RANGE RD,MOUNT PLEASANT,SC,29464-9440,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,44,0,44,,,,610422.872,3632156.306
Nursing Homes,11043,NHC HEALTHCARE ANDERSON,1501 E GREENVILLE ST,ANDERSON,SC,29621-2004,864-226-8356,"BIRMINGHAM, WILLIAM TYLER",,TYLER.BIRMINGHAM@NHCCARE.COM,TYLER.BIRMINGHAM@NHCCARE.COM,NCF-0801,06/30/2026,Anderson / Ltd. Liability,1501 E GREENVILLE ST,ANDERSON,SC,29621-2004,NHC HEALTHCARE/ANDERSON LLC,N,N,290,0,290,,,,349754.957,3821966.783
Nursing Homes,11044,NHC HEALTHCARE GREENWOOD,437 CAMBRIDGE AVE E,GREENWOOD,SC,29646-2244,864-223-1950,"SHEARER, JACOB",,JACOB.SHEARER@NHCCARE.COM,JACOB.SHEARER@NHCCARE.COM,NCF-0802,06/30/2026,Greenwood / Ltd. Liability,437 E CAMBRIDGE AVE,GREENWOOD,SC,29646-2244,NHC HEALTHCARE/GREENWOOD LLC,N,N,152,0,152,,,,393702.767,3784556.037
Nursing Homes,11045,NHC HEALTHCARE GREENVILLE,1305 BOILING SPRINGS RD,GREER,SC,29650-4139,864-458-7566,"MOORHOUSE, BRYAN M.",864-458-7566,BRYAN.MOORHOUSE@NHCCARE.COM,BRYAN.MOORHOUSE@NHCCARE.COM,NCF-0807,06/30/2026,Greenville / Ltd. Liability,1305 BOILING SPRINGS RD,GREER,SC,29650-4139,NHC HEALTHCARE/GREENVILLE LLC,Y,N,176,0,176,,,,383083.203,3858759.247
Nursing Homes,11046,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FOOTHILLS,205 BUD NALLEY DR,EASLEY,SC,29642,864-859-3367,"FRYAR, LESLIE",864-859-3367,LESLIE.ANZALONE@PRESCOMM.ORG,LESLIE.FRYAR@PRESCOMM.ORG,NCF-0809,10/31/2026,Pickens / Non-Profit Corporation,205 BUD NALLEY DR,EASLEY,SC,29642,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,N,Y,26,18,44,,,,359009.045,3851687.15
Nursing Homes,11047,LORIS REHAB AND NURSING CENTER,3620 STEVENS ST,LORIS,SC,29569-2953,843-716-7106,"OATES, BROCK",843-716-7106,CPOWELL@WILSONSENIORCARE.COM,BOATES@WILSONSENIORCARE.COM,NCF-0207,08/31/2026,Horry / Limited Liability,116 CASHUA ST,DARLINGTON,SC,29532-3202,LORIS REHAB AND NURSING CENTER LLC,N,N,88,0,88,,,,694175.014,3770370.631
Nursing Homes,11048,ROSECREST REHABILITATION AND HEALTHCARE,200 FORTRESS DR,INMAN,SC,29349-9160,864-599-8600,"YETTER, MELISSA",864-599-8600,RMCCURRY@ROSECREST.ORG,MYETTER@LHOMES.ORG,NCF-0817,04/30/2026,Spartanburg / Non-Profit Corporation,200 FORTRESS DR,INMAN,SC,29349-9160,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,75,0,75,,,,406283.395,3877777.304
Nursing Homes,11049,NHC HEALTHCARE NORTH AUGUSTA,350 AUSTIN GRAYBILL RD,NORTH AUGUSTA,SC,29841,803-278-4272,"TROXEL-HARBIN, HOLLY",803-278-4272,HOLLY.HARBIN@NHCCARE.COM,HOLLY.HARBIN@NHCCARE.COM,NCF-0799,06/30/2026,Aiken / Ltd. Liability,350 AUSTIN GRAYBILL RD,NORTH AUGUSTA,SC,29841,NHC HEALTHCARE/NORTH AUGUSTA LLC,N,N,192,0,192,,,,411437.235,3712790.73
Nursing Homes,11050,ELLEN SAGAR NURSING CENTER,1817 JONESVILLE HWY,UNION,SC,29379-9793,864-301-3500,"SCHAPER, ANNETTE",864-301-3504,ASCHAPER@SRHS.COM,ASCHAPER@SRHS.COM,NCF-0217,07/31/2026,Union / District,1817 JONESVILLE HWY,UNION,SC,29379-9793,SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT INC,N,N,113,0,113,,,,441362.366,3847170.286
Nursing Homes,11051,PRUITTHEALTH - PICKENS,163 LOVE AND CARE RD,SIX MILE,SC,29682-9569,864-868-2307,"NAUSS, NATHANIEL",864-513-4105,LEGALSERVICES@PRUITTHEALTH.COM,,NCF-0580,04/30/2026,Pickens / Limited Liability,163 LOVE AND CARE RD,SIX MILE,SC,29682-9569,PRUITTHEALTH - PICKENS LLC,N,N,44,0,44,,,,331813.898,3856439.068
Nursing Homes,11052,J F HAWKINS NURSING HOME,1330 KINARD ST,NEWBERRY,SC,29108-3096,803-276-2601,"RANSDELL, TY L.",803-276-2601,TRANSDELL@NEWBERRYCCRC.COM,TRANSDELL@NEWBERRYCCRC.COM,NCF-0234,02/28/2026,Newberry / Limited Liability,1330 KINARD ST,NEWBERRY,SC,29108-3096,NEWBERRY OPERATOR LLC,Y,Y,118,0,118,,,,444270.219,3793935.492
Nursing Homes,11053,JOHN EDWARD HARTER NURSING CENTER,185 REVOLUTIONARY TRL,FAIRFAX,SC,29827-7105,803-632-3334,"GOODING, GENE L.",803-632-5742,LARIG@ACHOSPITAL.ORG,LARIG@ACHOSPITAL.ORG,NCF-0259,04/30/2026,Allendale / County,PO BOX 218,FAIRFAX,SC,29827-0218,ALLENDALE COUNTY HOSPITAL BOARD OF TRUSTEES,N,N,44,0,44,,,,476749.012,3647538.968
Nursing Homes,11054,LANCASTER HEALTH AND REHABILITATION,2044 PAGELAND HWY,LANCASTER,SC,29720-7608,803-285-7907,PH#:,,KAT.LANTZ@FUNDLTC.COM,,NCF-0551,02/28/2026,Lancaster / Corporation,2044 PAGELAND HWY,LANCASTER,SC,29720-7608,LANCASTER HEALTH CARE LLC,N,N,142,0,142,,,,525631.838,3842100.22
Nursing Homes,11055,NHC HEALTHCARE LAURENS,379 PINEHAVEN ST EXT,LAURENS,SC,29360-2672,864-984-6584,"SHEARER, RICKIE L.",864-984-6584,RICKIE.SHEARER@NHCCARE.COM,RICKIE.SHEARER@NHCCARE.COM,NCF-0326,06/30/2026,Laurens / Ltd. Liability,379 PINEHAVEN ST EXT,LAURENS,SC,29360-2672,NHC HEALTHCARE/LAURENS LLC,Y,N,176,0,176,,,,405176.751,3816551.68
Nursing Homes,11056,MARTHA FRANKS BAPTIST RETIREMENT COMMUNITY,1 MARTHA FRANKS DR,LAURENS,SC,29360-1799,864-984-4541,"KNIGHT, KATIE",864-984-4541,AP@SCBMA.COM,,NCF-0435,03/31/2026,Laurens / Non-Profit Corporation,1 MARTHA FRANKS DR,LAURENS,SC,29360-1799,SOUTH CAROLINA BAPTIST MINISTRIES FOR THE AGING INC,Y,Y,81,7,88,,,,405846.533,3818078.143
Nursing Homes,11057,MOUNTAINVIEW NURSING HOME,340 CEDAR SPRINGS RD,SPARTANBURG,SC,29302-4697,864-582-4175,"DILLARD, WILSON K.",864-582-4175,WDILLARD@MOUNTAINVIEWNH.COM,WDILLARD@MOUNTAINVIEWNH.COM,NCF-0149,06/30/2026,Spartanburg / Corporation,340 CEDAR SPRINGS RD,SPARTANBURG,SC,29302-4697,COMMUNITY SERVICES FOR THE AGING INC,N,N,132,0,132,,,,418865.54,3863175.043
Nursing Homes,11058,NHC HEALTHCARE SUMTER,1018 N GUIGNARD DR,SUMTER,SC,29150-2423,803-773-5567,"CROTTS, JEANIE S.",803-773-5567,JEANIE.CROTTS@NHCCARE.COM,JEANIE.CROTTS@NHCCARE.COM,NCF-0471,01/31/2026,Sumter / Corporation,1018 N GUIGNARD DR,SUMTER,SC,29150-2423,NATIONAL HEALTH CORPORATION,N,N,138,0,138,,,,557400.839,3756199.54
Nursing Homes,11060,FRASER HEALTH CARE,300 WOODHAVEN DR,HILTON HEAD ISLAND,SC,29928-4682,843-842-3747,"KLEIN, STEPHANIE",843-842-3747,SKLEIN@THESEABROOK.COM,,NCF-0414,09/30/2026,Beaufort / Non-Profit Corporation,300 WOODHAVEN DR,HILTON HEAD ISLAND,SC,29928-4682,SEABROOK OF HILTON HEAD INC,N,N,19,14,33,,,,522228.355,3557073.127
Nursing Homes,11061,WESLEY COMMONS HEALTH AND REHABILITATION CENTER,1075 BYPASS 25 SE,GREENWOOD,SC,29646,864-227-7250,"HOLMES MOODY, KIMBERLY K.",864-227-7250,KMOODY@WESLEYCOMMONS.ORG,KMOODY@WESLEYCOMMONS.ORG,NCF-0304,03/31/2026,Greenwood / Non-Profit Corporation,1110 MARSHALL RD,GREENWOOD,SC,29646-4299,WESLEY COMMONS,N,N,80,0,80,,,,395708.367,3782459.655
Nursing Homes,11062,CLEMSON AREA RETIREMENT CENTER-HEALTH CARE CENTER,500 DOWNS LOOP,CLEMSON,SC,29630,864-654-1155,"HILL, JAMES A.",864-722-6149,WANDAPALMER@CLEMSONDOWNS.COM,JHILL@CLEMSONDOWNS.COM,NCF-0391,10/31/2026,Pickens / Corporation,500 DOWNS LOOP,CLEMSON,SC,29631-2099,CARC INC,Y,N,68,,68,,,,335466.546,3838782.394
Nursing Homes,11063,NHC HEALTHCARE CLINTON,304 JACOBS HWY,CLINTON,SC,29325-7279,864-833-2550,"HOLDER, CHARLES E.",864-833-2550,CHUCK.HOLDER@NHCCARE.COM,CHUCK.HOLDER@NHCCARE.COM,NCF-0804,06/30/2026,Laurens / Ltd. Liability,304 JACOBS HWY,CLINTON,SC,29325,NHC HEALTHCARE/CLINTON LLC,N,N,131,0,131,,,,419560.572,3812486.675
Nursing Homes,11067,PRUITTHEALTH-ORANGEBURG,755 WHITMAN ST SE,ORANGEBURG,SC,29115-6163,803-534-7036,"RUTLAND, DEBORAH",803-534-7036,DRUTLAND@PRUITTHEALTH.COM,DRUTLAND@PRUITTHEALTH.COM,NCF-0617,09/30/2026,Orangeburg / Limited Liability,755 WHITMAN ST SE,ORANGEBURG,SC,29115-6163,PRUITTHEALTH-ORANGEBURG LLC,N,N,88,0,88,,,,513660.835,3705825.05
Nursing Homes,11068,WESTMINSTER HEALTH AND REHABILITATION CENTER,831 MCDOW DR,ROCK HILL,SC,29732-2415,803-326-3100,"BATTY, MELISSA",803-328-5121,MBATTY@WESTMINSTERTOWERS.ORG,,NCF-0819,08/31/2026,York / Non-Profit Corporation,831 MCDOW DR,ROCK HILL,SC,29732-2415,WESTMINSTER PRESBYTERIAN CENTER INC,N,N,44,0,44,,,,497441.43,3867826.59
Nursing Homes,11069,CALHOUN CONVALESCENT CENTER,601 DANTZLER ST,SAINT MATTHEWS,SC,29135-1522,803-655-7101,"PAULINE, ANGELA K.",803-755-7621,ANGELA.PAULINE@FUNDLTC.COM,,NCF-0505,02/28/2026,Calhoun / Corporation,601 DANTZLER ST,SAINT MATTHEWS,SC,29135-1522,SAINT MATTHEWS HEALTH CARE LLC,N,N,120,0,120,,,,521547.399,3724286.01
Nursing Homes,11070,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-COLUMBIA,700 DAVEGA DR,LEXINGTON,SC,29073-9698,803-796-8700,"ROBBINS, CINDY",843-879-0325,MEREDITH.HUGHES@PRESCOMM.ORG,CINDY.ROBBINS@PRESCOMM.ORG,NCF-0545,12/31/2025,Lexington / Non-Profit Corporation,700 DAVEGA DR,LEXINGTON,SC,29073-9698,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,N,N,44,0,44,,,,488058.619,3764659.791
Nursing Homes,11071,LAKE MARION HEALTH AND REHAB,1527 URBANA RD,SUMMERTON,SC,29148-8929,803-485-2317,"MILES, ANETTE C.",803-485-2317,MSTANLEY@SOUTHERNSENIORLIVING.COM,AMILES@CLARENDONLTC.ORG,NCF-0736,01/31/2026,Clarendon / District,PO BOX 57,MANNING,SC,29102-0057,CLARENDON HOSPITAL DISTRICT,N,N,88,0,88,,,,558847.058,3719910.777
Nursing Homes,11072,REHAB CENTER OF CHERAW,1150 STATE RD,CHERAW,SC,29520-2048,843-537-2060,"FINCANNON, CARLES",864-445-4686,C.FINCANNON@FUNDLTC.COM,,NCF-0552,02/28/2026,Chesterfield / Limited Liability,1150 STATE RD,CHERAW,SC,29520-2048,REHAB CENTER OF CHERAW LLC,N,N,104,0,104,,,,598828.256,3840703.508
Nursing Homes,11074,NHC HEALTHCARE GARDEN CITY,9405 HWY 17 BYP,MURRELLS INLET,SC,29576-9301,843-650-2213,"SELLARS, ALEX LEVI",843-650-2213,ALEX.SELLARS@NHCCARE.COM,ALEX.SELLARS@NHCCARE.COM,NCF-0825,10/31/2026,Horry / Ltd. Liability,PO BOX 309,MURRELLS INLET,SC,29576-0309,NHC HEALTHCARE/GARDEN CITY LLC,N,N,148,0,148,,,,683854.24,3719606.685
Nursing Homes,11075,BISHOP GADSDEN-GADSDEN GLEN CENTER FOR HEALTH AND REHAB,8000 NOBLE OAK WAY,CHARLESTON,SC,29412-3500,843-406-6252,"COOK, JONNA",843-406-6252,JONNA.COOK@BISHOPGADSDEN.ORG,JONNA.COOK@BISHOPGADSDEN.ORG,NCF-0577,04/30/2026,Charleston / Non-Profit Corporation,1 BISHOP GADSDEN WAY,CHARLESTON,SC,29412-3506,BISHOP GADSDEN EPISCOPAL RETIREMENT COMMUNITY,N,N,91,9,100,,,,595620.751,3622187.459
Nursing Homes,11076,METHODIST MANOR HEALTHCARE CENTER,2100 TWIN CHURCH RD,FLORENCE,SC,29501-8200,843-664-0700,"REICH, TERESSA L.",843-664-0700,TREICH@THEMANORSENIORLIVING.COM,TREICH@THEMANORSENIORLIVING.COM,NCF-0579,09/30/2026,Florence / Non-Profit Corporation,2100 TWIN CHURCH RD,FLORENCE,SC,29501-8200,UNITED METHODIST MANOR OF THE PEE DEE,N,N,0,32,32,,,,605098.991,3779544.633
Nursing Homes,11077,LIFE CARE CENTER OF COLUMBIA,2514 FARAWAY DR,COLUMBIA,SC,29223-3969,803-865-1999,"FOWLER, WANDA",803-439-7760,CONTACT_COLUMBIASC@LCCA.COM,,NCF-0634,06/30/2026,Richland / Corporation,2514 FARAWAY DR,COLUMBIA,SC,29223-3969,RCM-COLUMBIA INC,N,N,179,0,179,,,,508101.506,3769611.513
Nursing Homes,11078,PRUITTHEALTH-RIDGEWAY,213 TANGLEWOOD CT,RIDGEWAY,SC,29130-7100,803-337-3211,"PHILLIPS, KAREN",803-337-3211,LEGALSERVICES@PRUITTHEALTH.COM,KPHILLIPS@PRUITTHEALTH.COM,NCF-0710,10/31/2026,Fairfield / Limited Liability,213 TANGLEWOOD CT,RIDGEWAY,SC,29130-7100,PRUITTHEALTH-RIDGEWAY LLC,Y,Y,150,0,150,,,,503199.128,3795671.955
Nursing Homes,11079,RICE ESTATE REHABILITATION AND HEALTHCARE,100 FINLEY RD,COLUMBIA,SC,29203-9264,803-691-5720,"AMODIO, DANIEL JOHN",803-691-5723,DAMODIO@RICEESTATE.ORG,DAMODIO@RICEESTATE.ORG,NCF-0831,05/31/2026,Richland / Non-Profit Corporation,100 FINLEY RD,COLUMBIA,SC,29203-9264,LUTHERAN HOMES OF SOUTH CAROLINA INC,N,N,80,0,80,,,,503245.949,3774024.079
Nursing Homes,11080,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERVILLE,201 W 9TH NORTH ST,SUMMERVILLE,SC,29483-6721,843-873-2553,"SIDES, VICKI ANN",803-655-7101,ELIZABETH.KING@PRESCOMM.ORG,V.SIDES@FUNDLTC.COM,NCF-0202,04/30/2026,Dorchester / Non-Profit Corporation,201 W 9TH NORTH ST OFC 140,SUMMERVILLE,SC,29483-6701,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,N,N,88,,88,,,,577537.351,3655293.479
Nursing Homes,11081,PRUITTHEALTH - DILLON,413 LAKESIDE CT,DILLON,SC,29536-1926,843-774-2741,"CAMPBELL, CELESTE",843-774-2741,CCAMPBELL@PRUITTHEALTH.COM,CCAMPBELL@PRUITTHEALTH.COM,NCF-0835,11/30/2026,Dillon / Ltd. Liability,413 LAKESIDE CT,DILLON,SC,29536-1926,PRUITTHEALTH - DILLON LLC,N,N,84,0,84,,,,651281.255,3811232.058
Nursing Homes,11082,MAGNOLIA MANOR-INMAN,63 BLACKSTOCK RD,INMAN,SC,29349-1849,864-472-9055,"FLATHMANN, RUSTY",864-472-9055,ROBIN.GOODMAN@FUNDLTC.COM,RUSTY.FLATHMANN@FUNDLTC.COM,NCF-0863,08/31/2026,Spartanburg / Ltd. Liability,63 BLACKSTOCK RD,INMAN,SC,29349-1849,THI OF SOUTH CAROLINA AT MAGNOLIA MANOR-INMAN LLC,N,N,176,0,176,,,,400606.888,3877741.351
Nursing Homes,11083,MAGNOLIA MANOR-GREENVILLE,411 ANSEL ST,GREENVILLE,SC,29601-3499,864-232-5368,"BRYANT, TONYA",864-992-3883,TONYA.BRYANT0536@FUNDLTC.COM,TONYA.BRYANT0536@FUNDLTC.COM,NCF-0860,08/31/2026,Greenville / Ltd. Liability,411 ANSEL ST,GREENVILLE,SC,29601-3499,THI OF SOUTH CAROLINA AT GREENVILLE LLC,N,N,99,0,99,,,,370869.996,3856098.134
Nursing Homes,11084,MAGNOLIA MANOR-ROCK HILL,127 MURRAH DR,ROCK HILL,SC,29732-2390,803-328-6518,"MCLAURIN, NANKINA",803-328-6518,F.OEHLER@FUNDLTC.COM,,NCF-0859,08/31/2026,York / Ltd. Liability,127 MURRAH DR,ROCK HILL,SC,29732-2390,THI OF SOUTH CAROLINA AT ROCK HILL LLC,N,N,106,0,106,,,,496523.158,3866982.066
Nursing Homes,11085,PHYSICAL REHABILITATION AND WELLNESS CENTER OF SPARTANBURG,8020 WHITE AVE,SPARTANBURG,SC,29303-2099,864-381-6401,"CLEMENTS, ANDY",803-432-9742,A.CLEMENTS@FUNDLTC.COM,,NCF-0861,08/31/2026,Spartanburg / Ltd. Liability,8020 WHITE AVE,SPARTANBURG,SC,29303-2099,THI OF SOUTH CAROLINA AT MAGNOLIA PLACE AT SPARTANBURG LLC,N,N,120,0,120,,,,412112.101,3871268.972
Nursing Homes,11086,LAKE EMORY POST ACUTE CARE,59 BLACKSTOCK RD,INMAN,SC,29349-1827,864-472-2028,"VICKERY, PENNY H.",803-209-5537,PENNY.VICKERY0532@FUNDLTC.COM,,NCF-0862,08/31/2026,Spartanburg / Ltd. Liability,59 BLACKSTOCK RD,INMAN,SC,29349-1827,THI OF SOUTH CAROLINA AT CAMP CARE LLC,N,N,88,0,88,,,,400604.658,3877861.899
Nursing Homes,11087,MAGNOLIA MANOR-SPARTANBURG,375 SERPENTINE DR,SPARTANBURG,SC,29303-3026,864-585-0218,"SHERBERT, ANGELA",864-472-9055,ANGIE.SHERBERT0541@FUNDLTC.COM,ANGELA.SHERBERT0538@FUNDLTC.COM,NCF-0867,08/31/2026,Spartanburg / Ltd. Liability,375 SERPENTINE DR,SPARTANBURG,SC,29303-3026,THI OF SOUTH CAROLINA AT SPARTANBURG LLC,N,N,95,0,95,,,,414396.913,3869590.912
Nursing Homes,11088,MIDLANDS HEALTH & REHABILITATION CENTER,1007 N KINGS ST,COLUMBIA,SC,29223-1916,803-699-4111,"LANTZ, KAITE",,CHRISTINE.WILLIAMS0535@FUNDLTC.COM,,NCF-0868,08/31/2026,Richland / Ltd. Liability,1007 N KINGS ST,COLUMBIA,SC,29223-1916,THI OF SOUTH CAROLINA AT COLUMBIA LLC,N,N,88,0,88,,,,506123.006,3771206.317
Nursing Homes,11089,SOUTHPOINTE HEALTHCARE AND REHABILITATION,35 SOUTHPOINTE DR,GREENVILLE,SC,29607-5956,864-288-1415,"MCCLURE, CAROL",864-288-1415,CAROL.MCCLURE@FUNDLTC.COM,,NCF-0869,08/31/2026,Greenville / Ltd. Liability,35 SOUTHPOINTE DR,GREENVILLE,SC,29607-5956,THI OF SOUTH CAROLINA AT MAGNOLIA PLACE AT GREENVILLE LLC,N,N,120,0,120,,,,384349.369,3853257.458
Nursing Homes,11090,LAKES AT LITCHFIELD SKILLED NURSING CENTER,80 TIMBERVIEW CT,PAWLEYS ISLAND,SC,29585-5798,843-235-9393,"CANTLEY-CLARK, TAMMY",843-235-9393,LICENSING@LAKES-LITCHFIELD.COM,,NCF-0843,12/31/2026,Georgetown / Ltd. Liability,120 LAKES AT LITCHFIELD DR,GREENVILLE,SC,29607,LITCHFIELD RETIREMENT LLC,N,N,17,7,24,,,,675996.864,3705657.285
Nursing Homes,11091,MAGNOLIA MANOR-GREENWOOD,1415 PKWY,GREENWOOD,SC,29646-4044,864-227-9500,"GOFORTH, EDITH C.",864-227-9500,EDITH.GOFORTH@FUNDLTC.COM,EDITH.GOFORTH@FUNDLTC.COM,NCF-0866,08/31/2026,Greenwood / Ltd. Liability,1415 PKWY,GREENWOOD,SC,29646-4044,THI OF SOUTH CAROLINA AT GREENWOOD LLC,N,N,88,0,88,,,,393242.81,3781910.41
Nursing Homes,11092,RIVERSIDE HEALTH AND REHAB,2375 BAKER HOSPITAL BLVD,NORTH CHARLESTON,SC,29405-8291,843-744-2750,"OEHLER, JOHN FRITZ",843-681-6006,DES.DAVIS@FUNDLTC.COM,FRITZ_OEHLER@LCCA.COM,NCF-0870,08/31/2026,Charleston / Ltd. Liability,2375 BAKER HOSPITAL BLVD,CHARLESTON,SC,29405-8291,THI OF SOUTH CAROLINA AT CHARLESTON LLC,N,N,160,0,160,,,,596377.936,3633941.641
Nursing Homes,11093,NHC HEALTHCARE CHARLESTON,2230 ASHLEY CROSSING DR,CHARLESTON,SC,29414-5700,843-766-5228,"BARTLETT, GREGORY T.",843-766-5228,TYLER.BARTLETT@NHCCARE.COM,TYLER.BARTLETT@NHCCARE.COM,NCF-0871,09/30/2026,Charleston / Limited Liability,2230 ASHLEY CROSSING DR,CHARLESTON,SC,29414-5700,NHC HEALTHCARE-CHARLESTON LLC,Y,N,132,0,132,,,,590165.638,3631185.296
Nursing Homes,11096,VALLEY FALLS TERRACE,400 LOCUST GROVE RD,SPARTANBURG,SC,29303-4898,864-503-0377,"PAUL, KEITH ALDON",,LACEY.SMITH@FUNDLT.COM,KEITH.PAUL@FUNDLTC.COM,NCF-0495,02/28/2026,Spartanburg / Corporation,400 LOCUST GROVE,SPARTANBURG,SC,29303-4831,SPARTANBURG HEALTH CARE LLC,N,N,88,0,88,,,,410081.709,3873585.548
Nursing Homes,11097,PRUITTHEALTH-NORTH AUGUSTA,1200 TALISMAN DR,NORTH AUGUSTA,SC,29841-4098,803-278-2170,"ENGEL, CHRISTINA L.",843-563-4602,LEGALSERVICES@PRUITTHEALTH.COM,C.ENGEL@FUNDLTC.COM,NCF-0721,10/31/2026,Aiken / Limited Liability,1200 TALISMAN DR,NORTH AUGUSTA,SC,29841-4098,PRUITTHEALTH-NORTH AUGUSTA LLC,N,N,132,0,132,,,,411493.456,3708070.638
Nursing Homes,11099,MORRELL NURSING CENTER,900 N MARQUIS HWY,HARTSVILLE,SC,29550-3526,843-383-5164,"HAYES, CHRYSTAL",843-320-7500,JTHOMPSON@WILSONSENIORCARE.COM,,NCF-0881,08/31/2026,Darlington / Limited Liability,116 CASHUA ST,DARLINGTON,SC,29532-3202,MORRELL NURSING CENTER LLC,N,N,154,0,154,,,,589586.03,3806791.4
Nursing Homes,11100,BETHEA BAPTIST HEALTH CARE CENTER,157 HOME AVE,DARLINGTON,SC,29532-7625,843-393-2867,"SPURLING, BENJAMIN S.",843-393-2867,BSPURLING@SCBMA.COM,BSPURLING@SCBMA.COM,NCF-0189,06/30/2026,Darlington / Non-Profit Corporation,157 HOME AVE,DARLINGTON,SC,29532-7625,SOUTH CAROLINA BAPTIST MINISTRIES FOR THE AGING INC,N,N,36,52,88,,,,606835.297,3791294.558
Nursing Homes,11102,LIFE CARE CENTER OF CHARLESTON,2600 ELMS PLANTATION BLVD,NORTH CHARLESTON,SC,29406-9180,843-764-3500,"LEWIS, COLLIN MICHAEL",843-764-3500,COLLIN_LEWIS@LCCA.COM,,NCF-0878,11/30/2026,Charleston / Ltd. Liability,2600 ELMS PLANTATION BLVD,NORTH CHARLESTON,SC,29406-9180,CHARLESTON MEDICAL INVESTORS LLC,N,N,148,0,148,,,,587720.026,3649554.348
Nursing Homes,11108,OAKHAVEN NURSING CENTER,123 OAK ST,DARLINGTON,SC,29532-2628,843-398-7041,"ROBINSON, SAMANTHA J.",843-398-7041,SBOATWRIGHT@WILSONSENIORCARE.COM,SROBINSON@WILSONSENIORCARE.COM,NCF-0890,08/31/2026,Darlington / Limited Liability,116 CASHUA ST,DARLINGTON,SC,29532-3202,OAKHAVEN NURSING CENTER LLC,N,N,88,0,88,,,,603918.742,3796654.003
