OBJECTID,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Admin Name & Phone,Facility Email,Fac. Cont. Email,License / Expiration,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Alzheimer Unit,Alzheimer Care,Number of Licensed Beds,x,y
11727,MARETT BOULEVARD COMMUNITY RESIDENTIAL CARE FACILITY,1721 MARETT BLVD EXT,ROCK HILL,SC,29730,803-327-9466,"HART, LEETTA PH#: ",LEETTA.HART@MAXABILITIES.ORG,LEETTA.HART@MAXATILITIES.ORG,CRC-0883 / 08/31/2026,York / Non-Profit Corporation,PO BOX 549,YORK,SC,29745-0549,YORK COUNTY BOARD OF DISIBALITIES AND SPECIAL NEEDS,N,N,8,497907.638,3860460.523
11779,BETHEA BAPTIST ASSISTED LIVING,157 HOME AVE,DARLINGTON,SC,29532-7625,843-393-2867,"SPURLING, BENJAMIN S. PH#: 843-393-2867",BSPURLING@SCBMA.COM,BSPURLING@SCBMA.COM,CRC-1533 / 08/31/2026,Darlington / Non-Profit Corporation,157 HOME AVE,DARLINGTON,SC,29532-7625,SOUTH CAROLINA BAPTIST MINISTRIES FOR THE AGING INC,N,N,14,606835.297,3791294.558
11784,MARY'S RESIDENTIAL #2,633 SHARPE RD,COLUMBIA,SC,29203-9304,803-708-0300,"SIMMONS, NHAJIYAH PH#: 803-708-0300",M.BACOTE@HOTMAIL.COM,NHAJIYAH.SIMMONS@YAHOO.COM,CRC-1534 / 08/31/2026,Richland / Sole Proprietorship,529 HUMBLE DR,COLUMBIA,SC,29223-5435,MARY BACOTE,N,N,5,499529.806,3772226.547
11801,FAMILY RESIDENTIAL CARE HOME III,25 EDWARDS ST,SUMTER,SC,29150-4808,803-775-9555,"WALTER, MICHAEL PH#: 803-775-9555",TWRG32@YAHOO.COM,TWRG32@YAHOO.COM,CRC-1537 / 02/28/2026,Sumter / Sole Proprietorship,2625 CASEY LN,SUMTER,SC,29153,MICHAEL A WALTERS,N,N,12,559810.556,3753334.389
11803,KENSINGTON II GROUP HOME,120 KENSINGTON RD,COLUMBIA,SC,29203-5451,803-252-0848,"BROWN, LETIA T. PH#: 803-256-0504",L.BROWN@CHESCOSERVICES.ORG,,CRC-1536 / 11/30/2026,Richland / Sole Proprietorship,,,,,CHESCO SERVICES,N,N,8,494716.361,3765626.786
11810,HARMONY COLLECTION AT COLUMBIA (AL/MC),2300 CLEMSON RD,COLUMBIA,SC,29229-8029,803-223-9560,"CASSANOVA, CATHY PH#: ",CATHYCASANOVA@HARMONYATCOLUMBIA.COM,,CRC-1544 / 03/31/2026,Richland / Limited Liability,2300 CLEMSON RD,COLUMBIA,SC,29229-8029,COLUMBIA AL OPERATIONS LLC,Y,Y,110,507253.392,3777516.18
11817,ASHLEY GARDENS ALZHEIMER'S SPECIAL CARE CENTER,2290 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,843-556-4100,"KACER, SARAH PH#: 843-556-4100",SARAH.KACER@SUNSHINERET.COM,,CRC-1595 / 06/30/2026,Charleston / Limited Liability,PO BOX 820528,VANCOUVER,WA,98682-0011,CHARLESTON CARE GROUP LLC,Y,Y,66,589523.052,3629947.833
11825,PALMETTOS OF GARDEN CITY,9415 HWY 17 BYPASS,MURRELLS INLET,SC,29576,843-668-2500,"CRONIN, TERIANN PH#: 843-668-2500",TERI.CRONIN@NHCCARE.COM,TERI.CRONIN@NHCCARE.COM,CRC-1649 / 06/30/2026,Horry / Limited Liability Company (multiple member),9415 HWY 17 BYPASS,MURRELLS INLET,SC,29576,PALMETTOS OF GARDEN CITY LLC,Y,Y,90,683793.836,3719413.584
11838,CARLISLE PLACE,21 FRANK PRESSLY DR,DUE WEST,SC,29639-9705,864-379-2570,"OWENS, JACQUELINE PH#: 864-379-2570",JACKIE@CHOOSERENAISSANCE.COM,,CRC-1538 / 12/31/2025,Abbeville / ,PO BOX 6384,SPARTANBURG,SC,29304-6384,THE RENAISSANCE LLC,Y,Y,28,371551.529,3799620.356
11916,INLET COASTAL RESORT,5087 HWY 17 N BP,MURRELLS INLET,SC,29576,843-405-2005,"GATTI, WILLIAM PH#: 843-357-0317",BILL.HEALTHPROS@GMAIL.COM,,CRC-1549 / 08/31/2026,Georgetown / Limited Liability,5087 OCEAN HWY 17 N BYPASS,MURRELL'S INLET,SC,29576,INLET COASTAL RESORT LLC,Y,Y,62,680837.05,3716098.591
11917,WELLMORE OF LEXINGTON,200 WELLMORE DR,LEXINGTON,SC,29072,803-520-1200,"BUTCHER, CRYSTAL C. PH#: 704-246-1606",CRYSTAL.BUTCHER@WELL-MORE.COM,CBUTCHER@WILDEWOOD-DOWNS.COM,CRC-1557 / 06/30/2026,Lexington / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WELLMORE OF LEXINGTON LLC,Y,Y,174,480066.233,3761763.445
11991,HARMONY AT WESCOTT,5130 WESCOTT BLVD,SUMMERVILLE,SC,29485,843-486-2712,"LUKITSCH, DUSTIN PH#: 843-486-2712",DUSTINLUKITSCH@HARMONYATWESCOTT.COM,,CRC-1596 / 06/30/2026,Dorchester / Limited Liability,5130 WESCOTT BLVD,SUMMERVILLE,SC,29485,CHARLESTON OPERATIONS LLC,Y,Y,105,580176.493,3645477.281
12053,BLAKE AT WOODCREEK FARMS,385 SPEARS CREEK CHURCH RD,ELGIN,SC,29045-9312,803-828-7370,"FAULISI, NANCY PH#: ",NANCY.FAULISI@BLAKELIVING.COM,,CRC-1570 / 02/28/2026,Richland / ,4266 I-55N STE 108,JACKSON,MS,39211,BLAKE AT WOODCREEK FARMS LLC,Y,Y,100,514555.185,3774876.546
12078,CLEMSON HERITAGE,140 CAMBRIDGE DR,CLEMSON,SC,29631-1208,864-635-2146,"NAUSS, NATHANIEL PH#: 864-513-4105",NATHANIEL.NAUSS@CLEMSONHERITAGESENIOR,,CRC-1563 / 11/30/2026,Pickens / Limited Liability,203 OAKWOOD CT,GREENVILLE,SC,29607-5831,CLEMSON HERITAGE LLC,Y,Y,96,335608.726,3841223.589
12082,WELLMORE OF DANIEL ISLAND,580 ROBERT DANIEL DR,CHARLESTON,SC,29492,843-566-1000,"HAWTHORNE, JULIANNA RAE-LAU PH#: 717-818-8500",DANIELISLAND.LICENSING@WELL-MORE.COM,,CRC-1569 / 04/30/2026,Berkeley / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3436,WELLMORE OF DANIEL ISLAND LLC,Y,Y,174,602114.423,3637421.742
12092,CANTERFIELD OF BLUFFTON,567 N OKATIE HWY,RIDGELAND,SC,29936,843-645-4000,"BOWEN, RONALD PH#: 843-645-4000",RON@CANTERFIELDOFBLUFFTON.COM,,CRC-1571 / 11/30/2026,Jasper / Limited Liability,,,,,CANTERFIELD OF BLUFFTON LLC,Y,Y,93,506029.637,3574603.609
12130,RETREAT AT LADYS ISLAND,9 SUNSET BLVD,BEAUFORT,SC,29907,843-379-9502,"OWENS, ALICIA PH#: 843-379-9502",ALICIA.OWENS@PHOENIXSRLIVING.COM,,CRC-1898 / 05/31/2026,Beaufort / Limited Liability,10933 CRABAPPLE RD,ROSWELL,GA,30075,FACTORY CREEK AL LLC,Y,Y,83,532240.092,3586848.339
12131,HARMONY AT WEST ASHLEY,1925 ESSEX FARMS DR,CHARLESTON,SC,29414,843-804-8850,"NIVEN, RYAN PH#: 843-819-6687",RYANNIVEN@HARMONYATWESTASHLEY.COM,,CRC-1899 / 10/31/2026,Charleston / Limited Liability,1925 ESSEX FARMS DR,CHARLESTON,SC,29414,WEST ASHLEY OPERATIONS LLC,Y,Y,105,588765.516,3630583.736
12152,HEATH SPRINGS RESIDENTIAL CARE CENTER,614 HART ST,HEATH SPRINGS,SC,29058-8411,803-273-3227,"WILLIAMS, SUSAN S. PH#: 803-273-3227",SFBARNES11@GMAIL.COM,SFBARNES11@GMAIL.COM,CRC-1903 / 12/31/2026,Lancaster / Corporation,PO BOX 8118,SADDLE BROOK,NJ,07663-8118,HSRCC PARTNERS LLC,N,N,64,530225.603,3828058.4
12160,BURGESS RESIDENTIAL CARE #3,615 W EVANS ST,FLORENCE,SC,29501-3409,843-407-4901,"BURGESS, AUBRE PH#: 843-665-6843",ABREEZY8@YAHOO.COM,,CRC-1913 / 08/31/2026,Florence / Limited Liability,PO BOX 6023,FLORENCE,SC,29502-6023,DELLAVISION LLC,N,N,9,612656.852,3784675.242
12164,DAYSPRING OF JOHNS ISLAND,3455 BOHICKET RD,JOHNS ISLAND,SC,29455-7222,843-768-5335,"MARSHALL, YASSAMIN B. PH#: 843-768-5335",DAYSPRINGSC@YAHOO.COM,DAYSPRINGSC@YAHOO.COM,CRC-1915 / 03/31/2026,Charleston / Corporation,3455 BOHICKET RD,JOHNS ISLAND,SC,29455-7222,DAYSPRING OF JOHNS ISLAND INC,N,Y,24,581687.256,3613842.702
12166,PALMETTO GARDENS,425 S WHEELER AVE,PROSPERITY,SC,29127,803-364-9113,"PEOPLES, TIFFANY PH#: 803-364-9113",PALMETTOGARDENSRESIDENTIAL@GMAIL.COM,PALMETTOGARDENSRESIDENTIAL@GMAIL.COM,CRC-1916 / 07/31/2026,Newberry / Sole Proprietorship,425 S WHEELER AVE,PROSPERITY,SC,29127,YVONNE HARRISON,N,N,30,452124.779,3785958.324
12172,MERRILL GARDENS AT CAROLINA PARK,3501 MERRILL PL,MOUNT PLEASANT,SC,29466,843-606-5705,"BARRESI, TIMOTHY PH#: 843-606-5840",TIMBAR@MERRILLGARDENS.COM,,CRC-1917 / 11/30/2026,Charleston / Limited Liability,1938 FAIRVIEW AVE E STE 300,SEATTLE,WA,98102,NEW MERRILL GARDENS AT CAROLINA PARK LLC,Y,Y,193,614965.748,3639244.547
12178,INDIGO HALL,509 STANDARD WAY,CHARLESTON,SC,29412,843-406-4747,"FRENCH, LINDSAY PH#: 843-352-4986",NOTICES@STONEVILLEACCEPTANCE.COM,LINDSAY.FRENCH@THEOAKSSC.COM,CRC-1922 / 11/30/2026,Charleston / Limited Liability,,,,,INDIGO HALL OPERATING CO LLC,Y,Y,179,595399.607,3625212.009
12180,S&S BOARDING HOME,3589 BLUFF RD,ALLENDALE,SC,29810-4139,803-573-7006,"JENKINS, GENORA W. PH#: 803-632-9813",ESABB@ALLENDALECOUNTY.GOV,KAMILLE.JENKINS@GMAIL.COM,CRC-1923 / 10/31/2026,Allendale / Sole Proprietorship,3629 BLUFF RD,ALLENDALE,SC,29810,ELAINE SABB,N,N,5,470151.647,3651922.346
12181,LAKEWOOD SENIOR LIVING,3701 CLARK RD,BOILING SPRINGS,SC,29316,864-586-1457,"KUHL, SHAWN PH#: 864-859-3303",ED@LAKEWOODASSISTEDLIVINGSC.COM,,CRC-1924 / 10/31/2026,Spartanburg / Limited Liability,PO BOX 6384,SPARTANBURG,SC,29304-6384,CR LAKEWOOD LLC,Y,Y,75,408706.403,3880347.24
12197,WELLMORE OF TEGA CAY,111 WELLMORE DR,TEGA CAY,SC,29708-0039,803-835-7000,"RICHARD, JESAMINE PH#: 803-835-7001",TEGACAY.LICENSING@WELL-MORE.COM,,CRC-1935 / 07/31/2026,York / ,111 WELLMORE DR,FORT MILL,SC,29708,WELLMORE OF TEGA CAY LLC,Y,Y,150,500651.412,3878516.913
12199,ARBOR LANDING AT PAWLEYS,7419 OCEAN HWY,PAWLEYS ISLAND,SC,29585,843-314-3720,"WEEDON, JENNIFER PH#: 540-369-1839",JEN.WEEDON@RIDGECARE.COM,,CRC-1937 / 09/30/2026,Georgetown / Limited Liability,853 OLD WINSTON RD STE 118,KERNERSVILLE,NC,27284,ARBOR LANDING AT PAWLEYS LLC,Y,Y,100,669620.267,3699424.093
12229,WATERSTONE ON AUGUSTA SENIOR LIVING,1004 AUGUSTA ST,GREENVILLE,SC,29605-3906,864-605-7236,"JOHNSON, MATTHEW C. PH#: 864-605-7236",MATTHEW.JOHNSON@WATERSTONEONAUGUSTA.COM,MJOHNSON@CASCADES-VERDAE.COM,CRC-1945 / 03/31/2026,Greenville / Corporation,1240 E INDEPENDENCE ST STE 200,SPRINGFIELD,MO,65804,CHP GREENVILLE SC TENANT CORP,Y,Y,126,371455.666,3855441.095
12231,ROYAL HILL COMMUNITY RESIDENTIAL CARE FACILITY,310 E MAIN ST BLD B,KINGSTREE,SC,29556,843-355-1300,"PASLEY, LISHA B. PH#: 843-355-1300",ASHCOURTCOMPANIONCARE@YAHOO.COM,ASHCOURTCOMPANIONCARE@YAHOO.COM,CRC-1946 / 05/31/2026,Williamsburg / Limited Liability,310 E MAIN ST BLDG B,KINGSTREE,SC,29556,ROYAL HILL COMMUNITY RESIDENTIAL CARE FACILITY LLC,N,N,5,608880.502,3725580.771
12245,ABUNDANT LIFE ADULT CARE,260 SEMINOLE DR,ORANGEBURG,SC,29115-7622,803-662-9701,"JENKINS, LAVETA B. PH#: 803-878-2833",ABUNDANTLIFE260@GMAIL.COM,,CRC-1949 / 06/30/2026,Orangeburg / Limited Liability,260 SEMINOLE DR,ORANGEBURG,SC,29115-7622,ABUNDANT LIFE ADULT CARE LLC,N,N,5,513513.81,3703693.716
12265,NEW LIGHT COMMUNITY CARE,120 ADDY LN,LEXINGTON,SC,29072-3405,803-490-1428,"PHAIRE, CARLTON PH#: 803-492-7122",NEWLIGHTCRF@YAHOO.COM,PHAIREONE@AOL.COM,CRC-1958 / 03/31/2026,Lexington / Non-Profit Corporation,316 HUNTERS RIDGE DR,LEXINGTON,SC,29072,NEW LIGHT COMMUNITY RESOURCE FOUNDATION,N,N,14,478072.504,3759764.565
12269,HARMONY AT FIVE FORKS,345 FIVE FORKS RD,SIMPSONVILLE,SC,29681,864-412-4700,"BYERS, ELIZABETH PH#: 864-412-4700",ELIZABETHBYERS@HARMONYATFIVEFORKS.COM,LIBBY.BYERS@PHOENIXSRLIVING.COM,CRC-1960 / 08/31/2026,Greenville / Limited Liability,345 FIVE FORKS RD,SIMPSONVILLE,SC,29681,GREENVILLE OPERATIONS LLC,Y,Y,92,387198.622,3852047.642
12276,RIVER PARK SENIOR LIVING,190 RIVER PARK DR,LITTLE RIVER,SC,29566,843-741-0082,"JACKSON, TOMMY PH#: 843-741-0082",ED@RIVERPARKASSISTEDLIVING.COM,ED@RIVERPARKASSISTEDLIVING.COM,CRC-1962 / 02/28/2026,Horry / Limited Liability,PO BOX 6384,SPARTANBURG,SC,29304-6384,CR RIVER PARK LLC,Y,Y,90,714765.08,3750221.022
12305,SHEM CREEK AT SOUTH BAY,1400 LIBERTY MIDTOWN DR STE 420,MOUNT PLEASANT,SC,29464,843-936-2801,"CURE, CANDY PH#: 864-918-5784",CCURE@LIBERTYSENIORLIVING.COM,,CRC-1952 / 07/31/2026,Charleston / Limited Liability,1400 LIBERTY MIDTOWN DR,MOUNT PLEASANT,SC,29464,SOUTH BAY AT MT PLEASANT LLC,Y,Y,150,608753.639,3630978.384
12317,MERRILL GARDENS AT COLUMBIA,2205 GREGG ST,COLUMBIA,SC,29201,803-828-5204,"DOUGAL, KEAR PH#: 843-606-5840",DOUGALK@MERRILLGARDENS.COM,,CRC-1979 / 03/31/2026,Richland / ,1938 FAIRVIEW AVE E STE 300,SEATTLE,WA,98102,MERRILL GARDENS AT COLUMBIA LLC,Y,Y,52,497266.784,3764380.078
12324,HARMONY COLLECTION AT COLUMBIA (IL),2232 CLEMSON RD,COLUMBIA,SC,29229,803-451-0653,"CASSANOVA, CATHY PH#: ",CATHYCASANOVA@HARMONYATCOLUMBIA.COM,,CRC-1980 / 07/31/2026,Richland / Limited Liability,2304 CLEMSON RD,COLUMBIA,SC,29229,COLUMBIA IL INVESTORS LLC,Y,Y,25,507360.477,3777581.673
12337,DOMINION SENIOR LIVING OF ANDERSON,3461 N HWY 81,ANDERSON,SC,29621,864-332-4511,"MARTINEZ, HOLLINS ELAINE PH#: 864-964-9088",HOLLINSM@DOMINIONANDERSON.COM,,CRC-1955 / 12/31/2025,Anderson / Limited Liability Company (multiple member),145 THOMAS GREEN BLVD STE 210,CLEMSON,SC,29631,DOMINION ANDERSON LLC,Y,Y,70,351414.634,3828435.523
12350,MOUNT PLEASANT GARDENS,1025 HUNGRYNECK BLVD,MOUNT PLEASANT,SC,29464,843-216-1001,"DOLLASON, KRISTEN PH#: 843-216-1001",KRISTEN.DOLLASON@GARDENSMEMORYCARE.COM,,CRC-1984 / 06/30/2026,Charleston / Limited Liability,1025 HUNGRYNECK BLVD,MOUNT PLEASANT,SC,29464,MOUNT PLEASANT MANAGEMENT LLC,Y,Y,71,609056.359,3632534.283
12358,MAGNOLIAS OF SANTEE,118 BRITAIN ST,SANTEE,SC,29142-8922,803-854-2020,"HARRELL, KIMBERLY FAYE PH#: ",KIMBERLY@MAGNOLIASOFSANTEE.COM,KIMBERLY@MAGNOLIASOFSANTEE.COM,CRC-1987 / 09/30/2026,Orangeburg / Limited Liability,118 BRITAIN ST,SANTEE,SC,29142-8922,CEDAR COMMUNITIES AT SANTEE LLC,Y,Y,61,548609.07,3705149.381
12363,VINEYARD BLUFFTON,25 CASSIDY DR,BLUFFTON,SC,29910,843-612-0700,"FRAZIER, JANAYA PH#: 843-612-0700",JANAYA.FRAZIER@VINEYARDBLUFFTON.COM,,CRC-1988 / 09/30/2026,Beaufort / Limited Liability,1001 MOREHEAD SQUARE DR STE 300,CHARLOTTE,NC,28203,VINEYARD BLUFFTON OPERATIONS LLC,Y,Y,108,508602.694,3572461.796
12382,AIKEN MEMORY CARE,2288 S CENTENNIAL AVE,AIKEN,SC,29803,803-580-6670,"JOHNSON, MICHELLE PH#: 843-756-5487",MJOHNSON@AIKENMEMORYCARE.COM,,CRC-1997 / 04/30/2026,Aiken / Limited Liability,PO BOX 1398,MURFREESBORO,TN,37133-1398,AIKEN MEMORY CARE LLC,Y,Y,48,433872.2,3709095.033
12389,WESTMINSTER MEMORY CARE-LEXINGTON,886 PARK RD,LEXINGTON,SC,29072,803-356-7507,"SUMTER, NATASHA PH#: ",NATASHAS@WMCLEXINGTON.COM,,CRC-2002 / 07/31/2026,Lexington / Limited Liability,4660 COTSWOLD LN,BIRMINGHAM,AL,35242,LEXINGTON MEMORY CARE LLC,Y,Y,48,473965.978,3762675.59
12390,PEARL AT FIVE FORKS,15 FIVE FORKS RD,SIMPSONVILLE,SC,29681,864-568-3833,"ROCHESTER, SHELLY PH#: 864-568-3833",SHELLY.ROCHESTER@PHOENIXSRLIVING.COM,,CRC-2003 / 01/31/2026,Greenville / Limited Liability,10933 CRABAPPLE RD,ROSWELL,GA,30075,PSL SIMPSONVILLEE SUBTENANT LLC,Y,Y,64,385242.897,3851145.837
12400,SHERMAN RESIDENTIAL CARE,20 MAYFIELD ST,GREENVILLE,SC,29601-1815,864-214-1342,"MAYS, SHELETHA M. PH#: 864-288-1907",0911BEAUTYJ@GMAIL.COM,SHELETHA.MAYS@THRIVEUPSTATE.ORG,CRC-2009 / 02/28/2026,Greenville / Limited Liability,20 MAYFIELD ST,GREENVILLE,SC,29601-1815,SHERMAN RESIDENTIAL CARE 2 LLC,N,N,16,371285.319,3857545.773
12403,LAKESIDE PLACE SENIOR LIVING,487 HWY 378,LEXINGTON,SC,29072,803-520-0985,"SHEALY, DEBBIE PH#: 803-520-0985",ED@LAKESIDEPLACESC.COM,ED@LAKESIDEPLACESC.COM,CRC-2011 / 03/31/2026,Lexington / Limited Liability,487 HWY 378,LEXINGTON,SC,29072,CR LAKESIDE PLACE SENIOR LIVING LLC,Y,Y,90,473669.884,3761176.961
12405,LIGHTHOUSE RESIDENTIAL CARE FACILITY,4033 DELREE ST LOT # 31,WEST COLUMBIA,SC,29170,803-957-0583,"PEEPLES, TIFFANY PH#: 803-957-0583",TRPEOPLES@HOTMAIL.COM,,CRC-2013 / 03/31/2026,Lexington / Sole Proprietorship,48 CALEB CT,COLUMBIA,SC,29203,ANGELINE A SMITH,N,N,10,486065.843,3758895.98
12408,WILLOWS OF EASLEY,105 WILLOW PL,EASLEY,SC,29640-1385,864-855-9800,"SPEARMAN, LAURA G. PH#: 864-855-9800",LGS@THEWILLOWSOFEASLEY.COM,LGS@THEWILLOWSOFEASLEY.COM,CRC-2015 / 03/31/2026,Pickens / Limited Liability,105 WILLOW PL,EASLEY,SC,29640-1385,CPF SENIOR LIVING - WILLOWS LLC,N,Y,50,353173.621,3857370.939
12409,SPRENGER HEALTHCARE AT PORT ROYAL ASSISTED LIVING,1810 RICHMOND AVE,PORT ROYAL,SC,29935,843-781-7700,"GRIFFING, TERESA PH#: 843-781-7701",TGRIFFING@SPRENGERHEALTHCARE.COM,,CRC-2016 / 05/31/2026,Beaufort / Corporation,3905 OBERLIN AVE,LORAIN,OH,44053,SPRENGER HEALTHCARE OF PORT ROYAL INC,N,N,59,529313.75,3583005.862
12414,BROOKDALE WEST ASHLEY,2030 CHARLIE HALL BLVD,CHARLESTON,SC,29414-5830,843-763-4055,"RILEY, ANNA PH#: ",ANNRIL@BROOKDALE.COM,ANNAR@MERRILLGARDENS.COM,CRC-2018 / 03/31/2026,Charleston / Limited Liability,6737 W WASHINGTON ST STE 2300,MILWAUKEE,WI,53214-5650,BKD CHARLESTON SOUTH CAROLINA LLC,Y,Y,100,589761.091,3631298.833
12415,WILDCAT SENIOR LIVING,2101 CANE BAY BLVD,SUMMERVILLE,SC,29486,843-594-5841,"PATTERSON, KALEY PH#: ",KPATTERSON@WILDCATSENIORLIVING.COM,,CRC-2019 / 03/31/2026,Berkeley / Limited Liability,,,,,SHEPARD LIVING AT WILDCAT LLC,Y,Y,114,582950.977,3667691.321
12417,TERRABELLA THORNBLADE,1560 THORNBLADE BLVD,GREER,SC,29650-4520,864-791-4091,"CAMPBELL, KAYLA PH#: 864-271-7562",KCAMPBELL@TERRABELLASENIORLIVING.COM,,CRC-2021 / 09/30/2026,Greenville / Limited Liability,ONE TOWN CENTER RD STE 300,BOCA RATON,FL,33486,GREENVILLE SENIOR HOUSING I OPCO LLC,Y,Y,100,385112.766,3859343.77
12433,GOOSE CREEK MANOR #1,104 MARILYN ST,GOOSE CREEK,SC,29445-3104,843-572-7442,"ARIZA, JOANN MARIE PH#: 843-572-7442",ADMIN@GOOSECREEKALF.COM,,CRC-2027 / 06/30/2026,Berkeley / Limited Liability,104 MARILYN ST,GOOSE CREEK,SC,29445-3104,STAR CAPITAL INC,N,N,7,589581.736,3651458.862
12434,GOOSE CREEK MANOR #2,104 MARILYN ST,GOOSE CREEK,SC,29445-3104,843-572-7442,"ARIZA, JOANN MARIE PH#: 843-572-7442",ADMIN@GOOSECREEKALF.COM,,CRC-2028 / 06/30/2026,Berkeley / Corporation,,,,,STAR CAPITAL INC,N,N,36,589581.736,3651458.862
12460,OAKBRIDGE TERRACE AT PARK POINTE VILLAGE,3025 CHESBROUGH BLVD,ROCK HILL,SC,29732-8078,803-327-4723,"LUNOW, MARIE PH#: 803-980-8634",M.LUNOW@ACTSLIFE.ORG,MLUNOW@ACTSLIFE.ORG,CRC-2030 / 09/30/2026,York / Corporation,3025 CHESBROUGH BLVD,ROCK HILL,SC,29732-8078,ACTS RETIREMENT-LIFE COMMUNITIES INC,N,Y,20,490871.939,3868105.488
12483,MARIAN PARKINS COMMUNITY RESIDENCE I,103 KERNS AVE,GREENVILLE,SC,29609,864-232-0282,"STONE, AMANDA PH#: 864-449-2641",AMANDA.STONE@THRIVEUPSTATE.ORG,,CRC-2036 / 11/30/2026,Greenville / Non-Profit Corporation,1700 RIDGE RD,GREENVILLE,SC,29606,GREENVILLE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,8,371169.236,3860536.465
12484,MARIAN PARKINS II COMMUNITY RESIDENCE,518 PICKETT ST,GREENVILLE,SC,29609,864-232-0595,"STONE, AMANDA PH#: 864-288-1907",AMANDA.STONE@THRIVEUPSTATE.ORG,TYLER.REX@THRIVEUPSTATE.ORG,CRC-2037 / 11/30/2026,Greenville / Non-Profit Corporation,1700 RIDGE RD,GREENVILLE,SC,29607-4730,GREENVILLE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,N,N,8,371165.487,3860572.412
12497,BLAKE AT HOLLINGSWORTH PARK,360 WOODRUFF RD,GREENVILLE,SC,29607,864-448-0250,"HOWARD, AMY PH#: ",AMY.HOWARD@BLAKELIVING.COM,,CRC-2041 / 11/30/2026,Greenville / Limited Liability,4266 I55 N STE 108,JACKSON,MS,39211,BLAKE AT HOLLINGSWORTH PARK LLC,Y,Y,114,377578.871,3855458.014
12509,ENGLISH MEADOWS CAROLINA BAY CAMPUS,1340 CAROLINA BAY BLVD,HARTSVILLE,SC,29550,843-639-4101,"HOWLE, SUSAN KA-RAN PH#: 843-639-4101",ED@HARTSVILLE.CARE,,CRC-2043 / 02/28/2026,Darlington / Limited Liability,10933 CRABAPPLE RD,ROSWELL,GA,30075,PINE TREE HILL AL LLC,Y,Y,60,581932.02,3801122.61
12515,BURGESS RESIDENTIAL CARE FACILITY #4,412 PEE DEE CHRUCH RD,DILLON,SC,29536,843-774-0623,"ROBINSON, RHONDA PH#: ",JADC2011@YAHOO.COM,,CRC-2046 / 10/31/2026,Dillon / Limited Liability,412 PEE DEE CHURCH RD,DILLON,SC,29536-7429,DELLAVISION LLC,N,N,30,653811.973,3806857.719
12541,SOMERBY OF MOUNT PLEASANT,3100 TRADITION CIR,MOUNT PLEASANT,SC,29466-7153,843-849-3096,"MABBET, TINA PH#: ",T.MABBETT@SOMERBYLIVING.COM,,CRC-2048 / 02/28/2026,Charleston / Limited Liability,1000 LEGION PL STE 1600,ORLANDO,FL,32801,TRADITION SENIOR CARE LLC,Y,Y,118,612710.151,3640203.157
12549,RESTORATION SENIOR LIVING AT WESTGATE,620 W BLACKSTOCK RD,SPARTANBURG,SC,29301,864-791-4188,"SMITH, AMANDA PH#: 281-482-9700",ASMITH@MYVITALITYLIVING.COM,,CRC-2051 / 06/30/2026,Spartanburg / Limited Liability,227 E EDGEWOOD,FRIENDSWOOD,TX,77546,RESTORATION AT WESTGATE LLC,Y,Y,100,409082.497,3867723.7
12553,TYLER RESTMORE HOME 3,139 SEMINOLE DR,ORANGEBURG,SC,29115-7619,803-536-0060,"ANTLEY, MICHELLE L. PH#: 803-536-0060",MICHELLEANTLEY@ICLOUD.COM,MICHELLEANTLEY@ATT.NET,CRC-2052 / 12/31/2026,Orangeburg / Limited Liability,238 ANNADALE CIR,ORANGEBURG,SC,29118,TYLER RESTMORE HOME LLC,N,N,15,513666.991,3703788.25
12558,BROOKDALE HARBISON,51 WOODCROSS DR,COLUMBIA,SC,29212-2350,803-732-0300,"SELLARS, RICHARD PH#: ",E000856980@BROOKDALE.COM,RICK.SELLARS@NHCCARE.COM,CRC-2053 / 12/31/2025,Richland / Limited Liability,111 WESTWOOD PL STE 400,BRENTWOOD,TN,37027-5057,AHC STERLING HOUSE OF HARBISON LLC,Y,Y,52,486530.266,3770691.601
12573,SPRING PARK ASSISTED LIVING,925 N MAIN ST,TRAVELERS REST,SC,29690-1553,864-610-2435,"HAWKINS, LISA PH#: 864-610-2435",LHAWKINS@SPRINGPARKTRAVELERSREST.COM,ADMIN@SPRINGPARKSC.COM,CRC-2063 / 02/28/2026,Greenville / Limited Liability,2700 HWY 280 STE 460E,BIRMINGHAM,AL,35223,AFF18 SPRING PARK ALF LLC,Y,Y,80,366841.858,3871462.49
12574,OAKVIEW PARK ASSISTED LIVING,110 HOOD RD,GREENVILLE,SC,29611,864-412-8990,"KLEIN, JENNIFER PH#: 864-412-8990",JKLEIN@OAKVIEWPARKGREENVILLE.COM,,CRC-2064 / 02/28/2026,Greenville / Limited Liability,2700 HWY 280 STE 460E,BIRMINGHAM,AL,35223,AFF18 OAKVIEW PARK ALF LLC,Y,Y,90,364074.046,3851037.328
